Gene ID,Genomic Location (Gene),Product Description
PF3D7-0935800,"Pf3D7-09-v3:1,413,840..1,419,754(+)",cytoadherence linked asexual protein 9
PF3D7-0936000,"Pf3D7-09-v3:1,427,642..1,428,022(-)",ring-exported protein 2
PF3D7-0936200,"Pf3D7-09-v3:1,433,332..1,434,108(-)","Plasmodium exported protein (hyp11), unknown function"
PF3D7-0936300,"Pf3D7-09-v3:1,436,687..1,437,981(-)",ring-exported protein 3
PF3D7-0936400,"Pf3D7-09-v3:1,440,783..1,441,660(+)",ring-exported protein 4
PF3D7-0936500,"Pf3D7-09-v3:1,443,854..1,444,847(-)",virulence-associated protein 1
PF3D7-0936800,"Pf3D7-09-v3:1,458,392..1,459,862(+)","Plasmodium exported protein (PHISTc), unknown function"
PF3D7-0937300,"Pf3D7-09-v3:1,474,431..1,475,704(+)",rifin
PF3D7-0937400,"Pf3D7-09-v3:1,477,526..1,478,736(+)",rifin
PF3D7-0937500,"Pf3D7-09-v3:1,480,947..1,482,211(-)",rifin
PF3D7-0937600,"Pf3D7-09-v3:1,486,070..1,490,187(+)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0937700,"Pf3D7-09-v3:1,492,373..1,493,708(+)",rifin
PF3D7-0937800,"Pf3D7-09-v3:1,495,579..1,503,336(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-1000100,"Pf3D7-10-v3:28,490..36,164(+)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-1000200,"Pf3D7-10-v3:38,050..39,395(-)",rifin
PF3D7-1000300,"Pf3D7-10-v3:41,773..42,963(-)",rifin
PF3D7-1000400,"Pf3D7-10-v3:44,816..46,133(-)",rifin
PF3D7-1000500,"Pf3D7-10-v3:48,052..49,384(-)",rifin
PF3D7-1000600,"Pf3D7-10-v3:51,349..52,599(-)",rifin
PF3D7-1000800,"Pf3D7-10-v3:57,968..58,980(+)","stevor, pseudogene"
PF3D7-1000900,"Pf3D7-10-v3:60,024..61,365(+)","erythrocyte membrane protein 1 (PfEMP1), pseudogene"
PF3D7-1001100,"Pf3D7-10-v3:67,807..68,961(-)","acyl-CoA binding protein, isoform 1, ACBP1"
PF3D7-1001100,"Pf3D7-10-v3:67,807..68,961(-)","acyl-CoA binding protein, isoform 1, ACBP1"
PF3D7-1001200,"Pf3D7-10-v3:70,547..70,819(-)","acyl-CoA binding protein, isoform 2, ACBP2"
PF3D7-1001900,"Pf3D7-10-v3:99,379..100,361(-)","Plasmodium exported protein (hyp16), unknown function"
PF3D7-1002000,"Pf3D7-10-v3:103,118..104,683(-)","Plasmodium exported protein (hyp2), unknown function"
PF3D7-1002100,"Pf3D7-10-v3:106,653..108,662(-)",EMP1-trafficking protein
PF3D7-1002200,"Pf3D7-10-v3:112,929..116,015(+)",tryptophan-rich antigen 3
PF3D7-1002300,"Pf3D7-10-v3:117,242..118,534(+)","conserved Plasmodium protein, unknown function"
PF3D7-1002700,"Pf3D7-10-v3:129,276..132,110(+)","conserved Plasmodium protein, unknown function"
PF3D7-1003200,"Pf3D7-10-v3:149,342..150,038(+)","ribosome-binding factor A, putative"
PF3D7-1003400,"Pf3D7-10-v3:152,364..158,516(-)","conserved Plasmodium protein, unknown function"
PF3D7-1003600,"Pf3D7-10-v3:164,945..165,790(+)","inner membrane complex protein 1c, putative"
PF3D7-1003900,"Pf3D7-10-v3:177,921..178,870(+)","conserved Plasmodium protein, unknown function"
PF3D7-1004300,"Pf3D7-10-v3:199,452..202,844(-)","E3 ubiquitin-protein ligase, putative"
PF3D7-1004600,"Pf3D7-10-v3:215,717..219,759(+)","conserved Plasmodium membrane protein, unknown function"
PF3D7-1005400,"Pf3D7-10-v3:234,795..235,745(-)","conserved Plasmodium protein, unknown function"
PF3D7-1005500,"Pf3D7-10-v3:237,506..242,245(-)","regulator of nonsense transcripts 1, putative"
PF3D7-1005600,"Pf3D7-10-v3:244,145..246,535(-)","DnaJ protein, putative"
PF3D7-1005800,"Pf3D7-10-v3:251,579..252,490(+)","conserved Plasmodium membrane protein, unknown function"
PF3D7-1006000,"Pf3D7-10-v3:256,117..257,699(-)","IMP1-like protein, putative"
PF3D7-1006200,"Pf3D7-10-v3:262,150..262,997(-)",DNA/RNA-binding protein Alba 3
PF3D7-1006800,"Pf3D7-10-v3:277,621..279,168(+)","single-strand telomeric DNA-binding protein GBP2, putative"
PF3D7-1007000,"Pf3D7-10-v3:284,577..286,302(+)","transmembrane protein 147, putative"
PF3D7-1007100,"Pf3D7-10-v3:286,522..287,473(-)","roadblock/LC7 domain-containing protein, putative"
PF3D7-1007200,"Pf3D7-10-v3:288,383..290,826(-)","rho GTPase-activating protein, putative"
PF3D7-1007500,"Pf3D7-10-v3:298,361..298,687(+)","conserved Plasmodium protein, unknown function"
PF3D7-1007700,"Pf3D7-10-v3:301,126..305,919(-)",AP2 domain transcription factor AP2-I
PF3D7-1008000,"Pf3D7-10-v3:321,011..328,150(+)",histone deacetylase 2
PF3D7-1008200,"Pf3D7-10-v3:343,733..344,899(-)","endonuclease, putative"
PF3D7-1008600,"Pf3D7-10-v3:357,345..358,463(+)","zinc finger (CCCH type) protein, putative"
PF3D7-1008700,"Pf3D7-10-v3:360,625..362,480(-)",tubulin beta chain
PF3D7-1009100,"Pf3D7-10-v3:372,519..374,072(+)","conserved Plasmodium membrane protein, unknown function"
PF3D7-1009400,"Pf3D7-10-v3:381,361..382,449(+)","zinc finger protein, putative"
PF3D7-1009500,"Pf3D7-10-v3:383,044..384,793(-)","metalloprotease, putative"
PF3D7-1009600,"Pf3D7-10-v3:386,976..388,442(+)","protein phosphatase PPM10, putative"
PF3D7-1009700,"Pf3D7-10-v3:389,504..391,165(-)","tubulin--tyrosine ligase, putative"
PF3D7-1010100,"Pf3D7-10-v3:403,679..404,575(+)","PI31 domain-containing protein, putative"
PF3D7-1010300,"Pf3D7-10-v3:414,732..415,328(+)","succinate dehydrogenase subunit 4, putative"
PF3D7-1010600,"Pf3D7-10-v3:420,185..421,056(-)",eukaryotic translation initiation factor 2 subunit beta
PF3D7-1011600,"Pf3D7-10-v3:445,164..447,125(-)","heptatricopeptide repeat-containing protein, putative"
PF3D7-1011700,"Pf3D7-10-v3:449,154..450,323(+)","DNA repair protein RAD23, putative"
PF3D7-1012000,"Pf3D7-10-v3:463,493..467,006(+)","RING zinc finger protein, putative"
PF3D7-1012200,"Pf3D7-10-v3:470,979..471,933(+)",rhoptry associated adhesin
PF3D7-1012400,"Pf3D7-10-v3:475,327..476,563(-)",hypoxanthine-guanine phosphoribosyltransferase
PF3D7-1012500,"Pf3D7-10-v3:478,758..480,539(-)","phosphoglucomutase, putative"
PF3D7-1012600,"Pf3D7-10-v3:482,527..484,194(-)",GMP synthase [glutamine-hydrolyzing]
PF3D7-1012900,"Pf3D7-10-v3:496,331..497,573(-)",autophagy-related protein 18
PF3D7-1013000,"Pf3D7-10-v3:500,210..502,221(+)","zinc finger protein, putative"
PF3D7-1013200,"Pf3D7-10-v3:511,084..514,278(+)","conserved Plasmodium protein, unknown function"
PF3D7-1013400,"Pf3D7-10-v3:518,542..522,252(-)","conserved Plasmodium protein, unknown function"
PF3D7-1013800,"Pf3D7-10-v3:542,359..544,779(+)","conserved Plasmodium protein, unknown function"
PF3D7-1013900,"Pf3D7-10-v3:545,679..548,903(-)","translation initiation factor eIF-2B subunit delta, putative"
PF3D7-1014000,"Pf3D7-10-v3:550,839..552,571(-)",GDP-L-fucose synthase
PF3D7-1014200,"Pf3D7-10-v3:560,538..563,353(+)","male gamete fusion factor HAP2, putative"
PF3D7-1014400,"Pf3D7-10-v3:574,129..575,103(+)",MO15-related protein kinase
PF3D7-1014800,"Pf3D7-10-v3:596,497..600,413(-)","conserved Plasmodium protein, unknown function"
PF3D7-1015000,"Pf3D7-10-v3:611,213..612,199(+)","FAD synthetase, putative"
PF3D7-1015300,"Pf3D7-10-v3:618,440..619,993(+)","methionine aminopeptidase 1b, putative"
PF3D7-1015400,"Pf3D7-10-v3:621,305..623,626(+)","conserved Plasmodium protein, unknown function"
PF3D7-1015900,"Pf3D7-10-v3:637,138..639,011(+)",enolase
PF3D7-1016000,"Pf3D7-10-v3:641,390..642,751(+)","conserved Plasmodium protein, unknown function"
PF3D7-1016300,"Pf3D7-10-v3:650,898..653,567(-)",GBP130 protein
PF3D7-1016400,"Pf3D7-10-v3:656,709..659,027(-)","serine/threonine protein kinase, FIKK family"
PF3D7-1016900,"Pf3D7-10-v3:682,182..682,508(-)",early transcribed membrane protein 10.3
PF3D7-1017100,"Pf3D7-10-v3:689,888..690,820(-)",rhoptry neck protein 12
PF3D7-1017400,"Pf3D7-10-v3:697,970..699,823(-)","phosphomannomutase, putative"
PF3D7-1018000,"Pf3D7-10-v3:718,454..720,136(+)","tRNA pseudouridine synthase, putative"
PF3D7-1018200,"Pf3D7-10-v3:721,734..728,331(-)","serine/threonine protein phosphatase 8, putative"
PF3D7-1018800,"Pf3D7-10-v3:750,215..752,665(+)","conserved protein, unknown function"
PF3D7-1019100,"Pf3D7-10-v3:766,168..771,954(-)","conserved Plasmodium protein, unknown function"
PF3D7-1019300,"Pf3D7-10-v3:774,929..780,487(-)","zinc finger protein, putative"
PF3D7-1019500,"Pf3D7-10-v3:787,745..795,220(-)","conserved Plasmodium membrane protein, unknown function"
PF3D7-1019500,"Pf3D7-10-v3:787,745..795,220(-)","conserved Plasmodium membrane protein, unknown function"
PF3D7-1019600,"Pf3D7-10-v3:796,291..799,923(+)","conserved Plasmodium protein, unknown function"
PF3D7-1019900,"Pf3D7-10-v3:808,618..808,992(-)",autophagy-related protein 8
PF3D7-1020200,"Pf3D7-10-v3:816,066..818,972(-)","conserved Plasmodium protein, unknown function"
PF3D7-1020800,"Pf3D7-10-v3:840,212..843,403(+)",dihydrolipoamide acyltransferase component E2
PF3D7-1020900,"Pf3D7-10-v3:845,086..846,192(-)",ADP-ribosylation factor
PF3D7-1021100,"Pf3D7-10-v3:851,000..856,285(-)","conserved Plasmodium protein, unknown function"
PF3D7-1021500,"Pf3D7-10-v3:867,635..869,677(-)","ATP-dependent RNA helicase ROK1, putative"
PF3D7-1021700,"Pf3D7-10-v3:873,208..894,869(-)","conserved Plasmodium membrane protein, unknown function"
PF3D7-1021800,"Pf3D7-10-v3:896,865..903,608(-)",schizont egress antigen-1
PF3D7-1022100,"Pf3D7-10-v3:925,280..926,230(-)","methyltransferase, putative"
PF3D7-1022300,"Pf3D7-10-v3:932,697..934,381(+)","ZIP domain-containing protein, putative"
PF3D7-1022500,"Pf3D7-10-v3:944,398..946,089(-)","citrate synthase, mitochondrial, putative"
PF3D7-1022700,"Pf3D7-10-v3:951,752..952,579(-)","phospholipid scramblase, putative"
PF3D7-1023000,"Pf3D7-10-v3:961,066..962,307(-)","conserved Plasmodium membrane protein, unknown function"
PF3D7-1023100,"Pf3D7-10-v3:963,497..980,560(-)","dynein heavy chain, putative"
PF3D7-1023200,"Pf3D7-10-v3:982,231..983,202(+)",orotidine 5'-phosphate decarboxylase
PF3D7-1023600,"Pf3D7-10-v3:987,358..990,148(-)","conserved protein, unknown function"
PF3D7-1023700,"Pf3D7-10-v3:991,147..993,420(+)","conserved Plasmodium protein, unknown function"
PF3D7-1023800,"Pf3D7-10-v3:994,322..996,788(+)","conserved Plasmodium protein, unknown function"
PF3D7-1024100,"Pf3D7-10-v3:1,017,201..1,020,515(-)","conserved Plasmodium protein, unknown function"
PF3D7-1024800,"Pf3D7-10-v3:1,034,685..1,039,079(+)",exported protein 3
PF3D7-1025100,"Pf3D7-10-v3:1,052,844..1,055,333(+)","glutamine--fructose-6-phosphate aminotransferase [isomerizing], putative"
PF3D7-1026300,"Pf3D7-10-v3:1,106,086..1,109,451(+)","conserved Plasmodium protein, unknown function"
PF3D7-1026400,"Pf3D7-10-v3:1,109,794..1,111,605(-)","cell division cycle protein 20 homolog, putative"
PF3D7-1026900,"Pf3D7-10-v3:1,125,283..1,126,167(+)",biotin--protein ligase 1
PF3D7-1027300,"Pf3D7-10-v3:1,140,589..1,142,602(-)",peroxiredoxin
PF3D7-1027900,"Pf3D7-10-v3:1,156,648..1,158,980(+)","palmitoyltransferase DHHC10, putative"
PF3D7-1028000,"Pf3D7-10-v3:1,160,031..1,163,421(+)","methyltransferase, putative"
PF3D7-1028100,"Pf3D7-10-v3:1,163,786..1,165,615(+)",protoporphyrinogen oxidase
PF3D7-1028600,"Pf3D7-10-v3:1,176,461..1,177,849(-)","conserved Plasmodium protein, unknown function"
PF3D7-1028700,"Pf3D7-10-v3:1,181,005..1,182,501(+)",merozoite TRAP-like protein
PF3D7-1028900,"Pf3D7-10-v3:1,184,728..1,185,946(-)","inner membrane complex protein 1m, putative"
PF3D7-1029600,"Pf3D7-10-v3:1,206,302..1,207,405(+)",adenosine deaminase
PF3D7-1029900,"Pf3D7-10-v3:1,217,348..1,222,441(+)","conserved Plasmodium protein, unknown function"
PF3D7-1030200,"Pf3D7-10-v3:1,230,561..1,231,913(-)","claudin-like apicomplexan microneme protein, putative"
PF3D7-1030400,"Pf3D7-10-v3:1,241,767..1,242,977(-)","conserved protein, unknown function"
PF3D7-1030900,"Pf3D7-10-v3:1,251,151..1,251,807(-)",ookinete surface protein P28
PF3D7-1031000,"Pf3D7-10-v3:1,253,417..1,254,070(-)",ookinete surface protein P25
PF3D7-1031200,"Pf3D7-10-v3:1,257,384..1,258,478(+)",MORN repeat-containing protein 1
PF3D7-1031300,"Pf3D7-10-v3:1,260,310..1,263,069(+)","conserved Plasmodium protein, unknown function"
PF3D7-1031400,"Pf3D7-10-v3:1,265,079..1,268,785(+)",OTU-like cysteine protease
PF3D7-1031400,"Pf3D7-10-v3:1,265,079..1,268,785(+)",OTU-like cysteine protease
PF3D7-1031500,"Pf3D7-10-v3:1,270,528..1,274,144(+)","DEAD/DEAH box helicase, putative"
PF3D7-1031800,"Pf3D7-10-v3:1,282,405..1,284,057(-)","conserved protein, unknown function"
PF3D7-1031900,"Pf3D7-10-v3:1,284,588..1,287,287(-)","conserved Plasmodium protein, unknown function"
PF3D7-1032000,"Pf3D7-10-v3:1,287,715..1,290,045(-)","ribosome maturation factor RimM, putative"
PF3D7-1032400,"Pf3D7-10-v3:1,302,594..1,304,881(-)","phosphatidylinositol N-acetylglucosaminyltransferase subunit A, putative"
PF3D7-1032500,"Pf3D7-10-v3:1,306,241..1,307,532(-)","DER1-like protein, putative"
PF3D7-1032800,"Pf3D7-10-v3:1,313,255..1,314,721(-)",leucine-rich repeat protein
PF3D7-1033200,"Pf3D7-10-v3:1,335,222..1,336,289(+)",early transcribed membrane protein 10.2
PF3D7-1033300,"Pf3D7-10-v3:1,338,124..1,338,818(-)","conserved protein, unknown function"
PF3D7-1033400,"Pf3D7-10-v3:1,339,762..1,340,628(+)",haloacid dehalogenase-like hydrolase
PF3D7-1033700,"Pf3D7-10-v3:1,348,433..1,350,280(+)",bromodomain protein 1
PF3D7-1033800,"Pf3D7-10-v3:1,351,197..1,353,284(+)",plasmepsin VII
PF3D7-1033900,"Pf3D7-10-v3:1,354,454..1,355,571(-)","ubiquitin-conjugating enzyme E2, putative"
PF3D7-1034000,"Pf3D7-10-v3:1,359,318..1,361,309(-)","Sec1 family protein, putative"
PF3D7-1034300,"Pf3D7-10-v3:1,365,099..1,366,691(+)","thioredoxin-like associated protein 2, putative"
PF3D7-1034400,"Pf3D7-10-v3:1,367,294..1,369,189(-)",flavoprotein subunit of succinate dehydrogenase
PF3D7-1034500,"Pf3D7-10-v3:1,370,731..1,376,131(+)","conserved Plasmodium protein, unknown function"
PF3D7-1034700,"Pf3D7-10-v3:1,378,759..1,379,295(+)","ADP-ribosylation factor, putative"
PF3D7-1035000,"Pf3D7-10-v3:1,386,649..1,389,630(-)","U2 snRNA/tRNA pseudouridine synthase, putative"
PF3D7-1035200,"Pf3D7-10-v3:1,394,839..1,396,596(+)",S-antigen
PF3D7-1035300,"Pf3D7-10-v3:1,399,195..1,402,896(+)",glutamate-rich protein GLURP
PF3D7-1035400,"Pf3D7-10-v3:1,404,195..1,405,259(+)",merozoite surface protein 3
PF3D7-1035500,"Pf3D7-10-v3:1,407,276..1,408,391(+)",merozoite surface protein 6
PF3D7-1035600,"Pf3D7-10-v3:1,409,281..1,410,555(+)",merozoite surface protein
PF3D7-1035700,"Pf3D7-10-v3:1,413,200..1,415,293(+)",duffy binding-like merozoite surface protein
PF3D7-1035900,"Pf3D7-10-v3:1,423,983..1,425,683(+)","probable protein, unknown function"
PF3D7-1036000,"Pf3D7-10-v3:1,427,127..1,428,344(+)",merozoite surface protein 11
PF3D7-1036300,"Pf3D7-10-v3:1,432,498..1,434,786(+)",duffy binding-like merozoite surface protein 2
PF3D7-1036400,"Pf3D7-10-v3:1,436,316..1,439,804(+)",liver stage antigen 1
PF3D7-1036700,"Pf3D7-10-v3:1,445,916..1,447,495(-)","phosducin-like protein, putative"
PF3D7-1036800,"Pf3D7-10-v3:1,448,692..1,451,646(-)","acetyl-CoA transporter, putative"
PF3D7-1036900,"Pf3D7-10-v3:1,452,599..1,458,006(-)","conserved Plasmodium protein, unknown function"
PF3D7-1037200,"Pf3D7-10-v3:1,473,514..1,476,860(+)","conserved Plasmodium protein, unknown function"
PF3D7-1037300,"Pf3D7-10-v3:1,477,940..1,478,845(-)",ADP/ATP transporter on adenylate translocase
PF3D7-1037500,"Pf3D7-10-v3:1,487,959..1,490,088(+)",dynamin-like protein
PF3D7-1037600,"Pf3D7-10-v3:1,491,414..1,494,378(+)","TFIIH basal transcription factor complex helicase XPB subunit, putative"
PF3D7-1038800,"Pf3D7-10-v3:1,557,816..1,560,696(+)",RESA-like protein with PHIST and DnaJ domains
PF3D7-1039000,"Pf3D7-10-v3:1,568,709..1,571,815(+)","serine/threonine protein kinase, FIKK family"
PF3D7-1039100,"Pf3D7-10-v3:1,574,060..1,575,948(+)","DnaJ protein, putative, pseudogene"
PF3D7-1039400,"Pf3D7-10-v3:1,587,152..1,588,498(-)","erythrocyte membrane protein 1 (PfEMP1), pseudogene"
PF3D7-1039600,"Pf3D7-10-v3:1,590,146..1,590,973(+)","exported protein family 1, pseudogene"
PF3D7-1039800,"Pf3D7-10-v3:1,594,503..1,595,277(-)",exported protein family 3
PF3D7-1039900,"Pf3D7-10-v3:1,596,487..1,597,605(+)",exported protein family 4
PF3D7-1040000,"Pf3D7-10-v3:1,599,900..1,601,077(+)",rifin
PF3D7-1040100,"Pf3D7-10-v3:1,602,935..1,603,989(+)",rifin
PF3D7-1040200,"Pf3D7-10-v3:1,605,930..1,606,953(+)",stevor
PF3D7-1040300,"Pf3D7-10-v3:1,609,063..1,610,422(+)",rifin
PF3D7-1040400,"Pf3D7-10-v3:1,612,530..1,613,735(+)",rifin
PF3D7-1040500,"Pf3D7-10-v3:1,615,804..1,617,070(+)",rifin
PF3D7-1040600,"Pf3D7-10-v3:1,619,086..1,620,244(+)",rifin
PF3D7-1040700,"Pf3D7-10-v3:1,622,368..1,623,684(+)",rifin
PF3D7-1040800,"Pf3D7-10-v3:1,625,772..1,626,824(+)",rifin
PF3D7-1040900,"Pf3D7-10-v3:1,628,914..1,630,023(+)",rifin
PF3D7-1041000,"Pf3D7-10-v3:1,632,398..1,633,665(+)",rifin
PF3D7-1041100,"Pf3D7-10-v3:1,635,596..1,636,779(+)",rifin
PF3D7-1041200,"Pf3D7-10-v3:1,639,171..1,640,518(+)",rifin
PF3D7-1041300,"Pf3D7-10-v3:1,642,401..1,649,948(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-1100100,"Pf3D7-11-v3:24,160..31,598(+)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-1100200,"Pf3D7-11-v3:32,666..42,386(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-1100300,"Pf3D7-11-v3:45,056..46,233(+)",rifin
PF3D7-1100400,"Pf3D7-11-v3:48,112..49,307(+)",rifin
PF3D7-1100500,"Pf3D7-11-v3:51,623..52,751(-)",rifin
PF3D7-1100700,"Pf3D7-11-v3:56,792..57,840(+)","stevor, pseudogene"
PF3D7-1100900,"Pf3D7-11-v3:60,928..61,769(-)","exported protein family 1, pseudogene"
PF3D7-1101000,"Pf3D7-11-v3:64,441..64,842(+)","erythrocyte membrane protein 1 (PfEMP1), pseudogene"
PF3D7-1101100,"Pf3D7-11-v3:66,686..67,965(-)",rifin
PF3D7-1101200,"Pf3D7-11-v3:70,081..71,289(-)",rifin
PF3D7-1101300,"Pf3D7-11-v3:73,244..74,442(-)",rifin
PF3D7-1101400,"Pf3D7-11-v3:76,820..78,000(-)","rifin, pseudogene"
PF3D7-1101500,"Pf3D7-11-v3:80,306..81,424(-)",exported protein family 4
PF3D7-1101600,"Pf3D7-11-v3:82,633..83,415(+)",exported protein family 3
PF3D7-1101800,"Pf3D7-11-v3:87,041..87,889(-)",exported protein family 1
PF3D7-1101900,"Pf3D7-11-v3:90,446..90,874(+)","erythrocyte membrane protein 1 (PfEMP1), pseudogene"
PF3D7-1102200,"Pf3D7-11-v3:105,357..107,235(-)","DnaJ protein, putative"
PF3D7-1102300,"Pf3D7-11-v3:110,027..111,429(-)","Plasmodium exported protein, unknown function"
PF3D7-1102400,"Pf3D7-11-v3:114,591..116,573(-)","phosphopantothenate--cysteine ligase, putative"
PF3D7-1102500,"Pf3D7-11-v3:119,412..121,506(-)","Plasmodium exported protein (PHISTb), unknown function"
PF3D7-1103500,"Pf3D7-11-v3:151,196..154,519(-)",CPW-WPC family protein
PF3D7-1103600,"Pf3D7-11-v3:156,614..158,113(+)","actin-like protein, putative"
PF3D7-1104600,"Pf3D7-11-v3:202,330..204,261(+)","radial spoke head protein, putative"
PF3D7-1105000,"Pf3D7-11-v3:221,818..222,129(-)",histone H4
PF3D7-1105100,"Pf3D7-11-v3:226,065..226,418(+)",histone H2B
PF3D7-1105300,"Pf3D7-11-v3:231,847..234,238(-)","conserved Plasmodium protein, unknown function"
PF3D7-1105600,"Pf3D7-11-v3:241,184..243,517(-)",translocon component PTEX88
PF3D7-1105800,"Pf3D7-11-v3:250,918..252,872(+)","conserved Apicomplexan protein, unknown function"
PF3D7-1106700,"Pf3D7-11-v3:279,920..282,994(-)","DNA replication ATP-dependent helicase/nuclease DNA2, putative"
PF3D7-1106800,"Pf3D7-11-v3:283,869..289,224(+)","protein kinase, putative"
PF3D7-1107100,"Pf3D7-11-v3:294,151..296,979(+)","nucleic acid binding protein, putative"
PF3D7-1108000,"Pf3D7-11-v3:352,556..354,262(+)","IWS1-like protein, putative"
PF3D7-1108300,"Pf3D7-11-v3:362,421..362,887(+)",pterin-4a-carbinolamine dehydratase
PF3D7-1108400,"Pf3D7-11-v3:365,093..366,100(+)","casein kinase 2, alpha subunit"
PF3D7-1108500,"Pf3D7-11-v3:367,316..368,823(+)","succinyl-CoA synthetase alpha subunit, putative"
PF3D7-1108900,"Pf3D7-11-v3:379,247..380,638(+)","tetratricopeptide repeat protein, putative"
PF3D7-1110100,"Pf3D7-11-v3:400,686..403,238(+)","conserved Plasmodium protein, unknown function"
PF3D7-1110700,"Pf3D7-11-v3:428,362..430,047(+)","actin-like protein, putative"
PF3D7-1111000,"Pf3D7-11-v3:434,802..436,541(+)","tRNA m5C-methyltransferase, putative"
PF3D7-1112900,"Pf3D7-11-v3:487,822..490,154(-)","conserved Plasmodium protein, unknown function"
PF3D7-1113600,"Pf3D7-11-v3:527,572..528,702(+)","conserved Plasmodium protein, unknown function"
PF3D7-1113700,"Pf3D7-11-v3:529,493..530,563(+)",glyoxalase I
PF3D7-1113800,"Pf3D7-11-v3:531,177..533,285(-)","conserved Plasmodium membrane protein, unknown function"
PF3D7-1113900,"Pf3D7-11-v3:534,973..536,499(-)",mitogen-activated protein kinase 2
PF3D7-1114000,"Pf3D7-11-v3:537,647..538,297(+)","dynein light chain Tctex-type, putative"
PF3D7-1114100,"Pf3D7-11-v3:539,903..541,387(+)",rhomboid protease ROM1
PF3D7-1114100,"Pf3D7-11-v3:539,903..541,387(+)",rhomboid protease ROM1
PF3D7-1114700,"Pf3D7-11-v3:555,514..558,668(+)","serine/threonine protein kinase, putative"
PF3D7-1114800,"Pf3D7-11-v3:558,924..561,032(-)","glycerol-3-phosphate dehydrogenase, putative"
PF3D7-1115100,"Pf3D7-11-v3:571,007..573,306(-)","conserved protein, unknown function"
PF3D7-1115200,"Pf3D7-11-v3:576,773..580,276(+)",histone-lysine N-methyltransferase SET7
PF3D7-1115300,"Pf3D7-11-v3:581,250..582,698(-)",cysteine proteinase falcipain 2b
PF3D7-1115400,"Pf3D7-11-v3:584,328..585,806(-)",cysteine proteinase falcipain 3
PF3D7-1115500,"Pf3D7-11-v3:588,169..589,400(+)","AP2 domain transcription factor, putative"
PF3D7-1115700,"Pf3D7-11-v3:592,130..593,584(-)",cysteine proteinase falcipain 2a
PF3D7-1115900,"Pf3D7-11-v3:600,176..602,215(+)",palmitoyltransferase DHHC9
PF3D7-1116100,"Pf3D7-11-v3:607,902..613,394(-)","serine esterase, putative"
PF3D7-1116500,"Pf3D7-11-v3:624,370..625,737(+)",folate transporter 2
PF3D7-1116700,"Pf3D7-11-v3:630,779..632,881(-)",dipeptidyl aminopeptidase 1
PF3D7-1116800,"Pf3D7-11-v3:636,094..639,511(-)",heat shock protein 101
PF3D7-1117000,"Pf3D7-11-v3:646,922..651,343(-)","conserved Plasmodium membrane protein, unknown function"
PF3D7-1117100,"Pf3D7-11-v3:652,579..653,976(+)",deubiquinating/deneddylating enzyme
PF3D7-1117200,"Pf3D7-11-v3:654,762..660,420(+)","conserved Plasmodium protein, unknown function"
PF3D7-1117600,"Pf3D7-11-v3:668,368..669,491(+)",peptidyl-tRNA hydrolase ICT1
PF3D7-1117600,"Pf3D7-11-v3:668,368..669,491(+)",peptidyl-tRNA hydrolase ICT1
PF3D7-1117900,"Pf3D7-11-v3:678,752..683,281(+)","conserved Plasmodium protein, unknown function"
PF3D7-1118200,"Pf3D7-11-v3:688,766..691,558(-)","heat shock protein 90, putative"
PF3D7-1118300,"Pf3D7-11-v3:694,655..699,121(+)","insulinase, putative"
PF3D7-1118400,"Pf3D7-11-v3:699,869..700,789(-)","haloacid dehalogenase-like hydrolase, putative"
PF3D7-1118600,"Pf3D7-11-v3:705,556..707,382(-)",histone acetyltransferase MYST
PF3D7-1118700,"Pf3D7-11-v3:708,526..712,863(-)",myosin light chain B
PF3D7-1118800,"Pf3D7-11-v3:714,117..716,287(-)","actin-related protein 2/3 complex subunit 1, putative"
PF3D7-1119000,"Pf3D7-11-v3:718,650..719,765(-)","acyl-CoA-binding protein, putative"
PF3D7-1119100,"Pf3D7-11-v3:720,992..722,273(+)","tRNA m(1)G methyltransferase, putative"
PF3D7-1119200,"Pf3D7-11-v3:722,717..723,289(-)","conserved protein, unknown function"
PF3D7-1119400,"Pf3D7-11-v3:727,896..734,339(+)","ubiquitin-protein ligase, putative"
PF3D7-1119700,"Pf3D7-11-v3:744,874..745,932(+)","conserved Plasmodium protein, unknown function"
PF3D7-1120000,"Pf3D7-11-v3:756,192..760,435(+)","conserved protein, unknown function"
PF3D7-1120300,"Pf3D7-11-v3:766,759..768,460(+)","CorA-like Mg2+ transporter protein, putative"
PF3D7-1120600,"Pf3D7-11-v3:775,233..783,639(-)","DDRGK domain-containing protein, putative"
PF3D7-1121000,"Pf3D7-11-v3:792,197..793,945(+)",palmitoyltransferase DHHC3
PF3D7-1121300,"Pf3D7-11-v3:801,945..807,081(-)",tyrosine kinase-like protein
PF3D7-1121400,"Pf3D7-11-v3:810,210..812,290(+)","WD repeat-containing protein, putative"
PF3D7-1121600,"Pf3D7-11-v3:815,386..816,322(-)",exported protein 1
PF3D7-1121700,"Pf3D7-11-v3:820,073..822,520(+)",protein GCN20
